job_title,job_description,requirements
"Service Delivery Manager","ClearScale's MSP team is growing rapidly and looking for an experienced Service Delivery Manager. The successful candidate will work closely with our customers and process owners in order to gather requirements and provide the best solutions. Responsibilities Operate as the day-to-day single point of contact for assigned accounts Develop and sustain an effective relationship Take part in weekly meetings/calls with dedicated customers Onboard and integrate new clients Conduct online demos for new deals Deal with customers’ requests and escalations create tasks for the engineering team, Prepare reports, Infrastructure Audits of customers’ environments (cost optimization); Manage Customer Satisfaction Surveys Ready for late meetings/calls Responsible for Invoice Management Working close with COO, Support Team Lead, and MSP engineers","Requirements Understanding of Cloud Technologies (AWS, Azure) Long-term relationship maintenance skill Time management, multitasking and prioritizing while ensuring deadlines are met with attention to detail Communication and negotiation skills Fluent spoken and written English (B2/C1) Familiar with AWS Cost Management Services (Budgets, Cost Explorer, Cost & Usage Report and, etc) 3+ years of experience in an account/sales management role selling products/services in a B2B market Experience working with monitoring software tools (Zabbix, Connectwize, Datadog and etc.) Ability to learn the ins and outs of the Managed Services"
"Head of Artificial Intelligence","This role is uniquely positioned to oversee the creation and optimization of AI solutions across the spectrum from large-scale models designed for advanced applications to smaller, highly performant models tailored for efficiency on edge devices such as mobile phones and laptops. Your leadership will guide our team in pushing the boundaries of AI, making high-performance AI technologies accessible and efficient for personal use while setting new industry standards for innovation and utility. Our dynamic team operates entirely remotely, uniting talent from every corner of the globe. Our journey has been marked by rapid growth and efficient operations, firmly establishing us as pioneers within the industry. Join us in building AI models and solutions that not only compete with but exceed the capabilities of current leaders, driving both technological advancement and broad accessibility. Responsibilities Lead the development and execution of our strategy for creating multimodal AI models that set new industry standards. Build and nurture a team of AI experts, fostering an environment of innovation, collaboration, and continuous learning. Spearhead collaborations with other departments to ensure our AI models are effectively integrated into market-driven solutions. Represent Tether in the AI community, sharing our work and learning through open contributions, speaking engagements, and publications.","Requirements: A PhD or Master's degree in Computer Science, AI, Machine Learning, or a related field, complemented by a solid track record in AI R&D. Experience building a LLM or other large models from scratch including writing model code, gathering training data, optimizing training and inferencing Strong experience in NLP, computer vision, and multimodal learning, proficient in TensorFlow, PyTorch, JAX, Apache TVM and CUDA toolkit. Advanced knowledge of distributed and high-performance computing systems. Excellent programming skills in Python, C++, JavaScript or similar."
"Data & Analytics Lead","Our client is a giant and well known name in the Retail Industry. Hiring for a progressive Data guru who is an expert in Data governance & stewardship and has a good understanding of the new age data science tools for reporting and analysing trends from complex data sets. This is a full-time Hybrid role and based in Dubai.","What You’ll Bring: •Education & Experience: Bachelor’s degree in Data Analytics, Computer Science, Statistics, or a related field; 5+ years of experience in business reporting, data analysis, or a similar role focusing on data governance and analytics. •SQL Expertise: Exceptional proficiency in SQL, with the ability to write complex queries and perform advanced data manipulations to extract insights from large datasets. •Analytical Proficiency: Strong analytical skills with a demonstrated ability to interpret complex data and translate findings into actionable business strategies. •Data Stewardship Knowledge: Familiarity with data governance principles and practices, along with the ability to establish and enforce data management policies and procedures. •Technical Skills: Experience with data visualization tools (e.g., Power BI, Tableau) and advanced Excel skills, including pivot tables and complex formulas. •Passion for Data: A genuine enthusiasm for working with data, coupled with a meticulous approach to ensuring data accuracy and integrity. •Communication Skills: Excellent verbal and written communication skills, with the ability to present complex information clearly and engage stakeholders at all levels. Team Collaboration: Proven ability to work collaboratively within cross-functional teams, effectively gathering requirements and delivering insights that align with business goals. •Mentorship Capability: A desire to mentor and develop junior team members in data analysis and SQL best practices, fostering a culture of continuous improvement."
"Founding AI Engineer (Decentralized)","NDC Tek have partnered with a well-known blockchain org, who are founding a new greenfield AI x Web3 project, aiming to revolutionise DeFi. Note: This is a founding engineer position, so requires recent hands on experience, but will also involve building an engineering team around you as the project takes off.","Requirements 3+ years software engineering (minimum) AI expertise, particularly around the latest innovations in ML (LLM's etc) Experience with Blockchain (ideally DeFi) Leadership experience"
"Chief Executive Officer","I'm looking to recruit a seasoned leader with a passion for cryptocurrency and large-scale operations. To join a disruptive player in the bitcoin mining industry, that is searching for a visionary CEO to drive their global expansion and strategic goals.  📍 Location: Remote - Worldwide  💼 Role Type: Full-time, Executive Level 💸$400,000 -$500,000 Key Responsibilities: Shape and execute future strategy for rapid worldwide growth and market impact. Oversee operations, optimising the deployment of miners and resources. Collaborate with the executive team to set and meet ambitious OKRs. Lead efforts to establish representative offices globally, ensuring efficient processes and high performance. Drive toward a 200MW global mining capacity and aim to take the company public through IPO or M&A.","What You’ll Need to Succeed: Proven Leadership in running and expanding crypto farms starting from 75MW, ideally on a global scale. Expertise in Building from Scratch and establishing crypto operations from 10MW upward across diverse regions. Solid P&L management skills and experience delivering strong financial performance. High Efficiency: Exceptional time management and the ability to lead multiple projects with precision and focus. Hands-On Approach: connection within the Bitcoin mining space across Latin America and Africa"
"Technical Operations Manager","Qualifications: ITSEC qualifications would be an advantage, but experience in security operations in a similar SAAS environment, with external hosting in AWS would be as valuable. Software development qualifications are an advantage, especially in Java and/or AWS. However, it’s recognised that experience is more valuable than formal qualifications, especially if the qualifications are several years old. Solid Java experience is a must for this role. ","Preferred Skills: Spring, Hibernate, SQL Amazon Web Services Google Workspace ITSEC Experience managing multi-cultural outsource teams Core Responsibilities: This role has a very broad range of responsibilities covering multiple IT disciplines. This is due to lean nature of our team. Responsibilities includes, but is not limited to:  Software Development  Lead the development of the company/ payment gateway integrations. You will be working with internal payment specialists and external 3rd party payment gateway providers and be responsible for delivering finished, tested code. Integrations will need to adhere to the established the company’s multi-tenant architecture. Other software development tasks as required. The programming language is Java. Management of External Outsource Teams The company has several long-running development projects being completed by outsource teams both in Dubai and abroad. Ongoing allocation and prioritisation of work is needed to make the most of these teams and ensure they can work efficiently and productively. The programming language is C#. Insourcing The company has used an offshore freelance contractor for the development of our “Promotions” functionality. We want to establish an internal development environment for this code to enable us to carry out ongoing development and bug fixing ourselves in the future. The programming language is React. Software Team Management (Future) Internal development resources may be recruited in future and management of these resources will be required. General Infrastructure Management  Assist in the management and support of the company’s AWS-hosted infrastructure to ensure high availability, scalability, and security of our SaaS applications. This will include interaction with both internal and external resources. Manage internal IT systems, including MacOS inventory, Google Workspace for email and document storage, ensuring seamless operation and ITSEC policy compliance. Security Infrastructure and Services Management  Identify additional requirements for improving our security posture, in terms of technologies, process and controls. Analyse implementation alternatives and present options to CTO/CEO.  Manage the implementation and ongoing operation of selected options. This will include coordination and management of internal and external resources. Coordinate the responses to frequent Risk Assessments conducted by the hotel operators we work with globally. This will include the maintenance of libraries of common responses. Planning for ISO 27001 / SOC 2 compliance. General IT Management  Assist in planning the future of the company’s IT. Decisions such as whether to recruit additional in-house staff or continue with outsourcing to 3rd party organisations, as well as the implementation of such decisions. Working with business development and sales staff to scope and prioritise future projects to ensure they’ll offer maximum value to the company as it grows internationally. Act as the interface between external customers / suppliers and the company for development projects requiring co-ordination with external organisations."
"Data Architect","Job Description : Achieves organizational goals by defining, integrating, and upgrading a comprehensive architecture to support applications, platforms, and databases. Should have experience in understanding enterprise data warehouse. ( Sybase IQ) Should Have exp in Data Migration activities ( SAP BODS, ETL Jobs )  Maintains database by determining structural requirements, and developing and installing solutions. Ensures security of all information and computer systems and digital data. Ensures adherence to government regulations and guidelines for technological systems and safeguarding of data. Recommends upgrades and systems for purchase. Trouble shoots and finds solutions for computer systems issues that affect data storage as they arise. Achieves ecommerce information architecture operational objectives by contributing information and recommendations to strategic plans and reviews, preparing and completing action plans, implementing production and quality standards, resolving problems, identifying trends, determining system improvements, and implementing change. Meets information architecture financial objectives by forecasting requirements, preparing budgets, scheduling expenditures, analyzing variances, and initiating corrective actions. Studies organizational mission, goals, and business drivers, and confers with senior management to understand information requirements. Defines infrastructure for design and integration of internet computing systems by analyzing information requirements, studying business operations and user-interface requirements, and directing development of physical database. Determines platform architecture, technology, and tools. Confirms architecture capability and flexibility to support high availability web applications by developing analytical models and completing validation tests. Improves architecture by tracking emerging technologies and evaluating their applicability to business goals and operational requirements. Communicates technology needs and strategy to fellow members of executive team. Updates job knowledge by participating in educational opportunities, reading professional publications, and participating in professional organizations.","echnical Skills : SAP Sybase IQ, Oracle SQL Server."
"Data Scientist","Job Description: As a Data Scientist, you will be at the forefront of transforming data into actionable insights and solutions. You will work closely with cross-functional teams to develop predictive models, analyze complex datasets, and contribute to the strategic direction of the company. Key Responsibilities: Develop and implement advanced statistical models and machine learning algorithms to solve business problems. Analyze large, complex datasets to extract meaningful insights and identify trends and patterns. Collaborate with product managers, engineers, and other stakeholders to understand business needs and deliver data-driven solutions. Design and conduct experiments to validate hypotheses and optimize models. Communicate findings and recommendations to both technical and non-technical audiences through reports, dashboards, and presentations. Stay current with the latest advancements in data science and machine learning and apply them to improve existing processes and models.","Requirements: Bachelor degree in Data Science, Computer Science, Statistics, Mathematics, or a related field. Proven experience as a Data Scientist or similar role. Proficiency in programming languages such as Python or R. Strong knowledge of machine learning techniques and algorithms. Experience with data visualization tools (e.g., Tableau, Power BI) and libraries (e.g., Matplotlib, Seaborn). Familiarity with SQL and experience with relational databases. Strong problem-solving skills and attention to detail. Excellent communication and teamwork abilities. Preferred Qualifications: Master’s or Ph.D. in Data Science, Computer Science, Statistics, or a related field. Experience with big data technologies (e.g., Hadoop, Spark). Knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud). Experience in [specific industry, e.g., e-commerce, healthcare, finance. Publications or contributions to the data science community."
"Information Technology Lecturer","Role and Responsibilities Preparing and delivering lectures, tutorials, workshops, and seminars. Collaborating with other academics and lecturers to improve teaching methods and expand knowledge base. Setting and grading assignments, tests, and exams. Attending and participating in meetings, conferences, and other events in and outside of the institution. Participating in training opportunities and initiatives at the institution. Providing support to students and other colleagues. Staying current by reading widely and producing published work in the field. Perform periodical review of course syllabi to maintain consistency across the faculty in the department. Ensure consistency in course syllabus, weekly plan, assessment methods, and course file management. Record advisement of courses of academically at-risk students and maintain follow-up action plan for each of such students. Ensure effective instructors’ skills, communication skills, command on the subject etc. and pro-actively detect early warning signals (if any) in effective classroom management. Review student feedback on teaching performance. Advise regular students and monitor at-risk students for improving academic performance.","Essential Skills required Proficient in Vocational Education: Must have a strong background in delivering vocational qualifications with hands-on, practical experience in IT subjects. Familiar with Pearson Unit Delivery: Pearson experience is an added advantage (Experience in Pearson's unit delivery and assessment methods, particularly for Digital Technologies pathways (Cyber Security and AI)). Expertise in Core and Specialist Units: Knowledgeable in key units such as Cyber Security, Programming, Big Data & Visualization, Cloud Networking, Information Security Management, Artificial Intelligence, Software Development Lifecycles, Risk Analysis & Systems Testing, and Emerging Technologies. Industry Experience: Practical industry experience is essential to guide students in real-world applications of digital technologies. Focus on Student Outcomes: Committed to enhancing student performance through effective teaching, assessment, and feedback aligned with vocational qualification standards. Qualifications Required: Master’s Degree as per position requirement. PhD preferred Ideally 5 years of teaching experience and IT related role in higher education. Certification in IT related courses Proven track record in academics & research. A high degree of computer literacy and demonstrated ability to integrate technology into the learning environment and teaching methodology. Excellent verbal and written communication skills and a demonstrated competency to interact with people at all levels of the organization."
"Director Project Delivery","Job Purpose: The job holder will direct the project delivery and its execution toward the handover for multiple (BTS) projects across Company as per business plan. Key Accountabilities: Direct Project Management strategy and Project delivery activities for Company projects to ensure that they meet strategic plan. Strategize effective project communication plans and ensuring its execution to effectively resolve any anomalies that may arise during Project completion phase. Be the escalation point for any resource and project delivery issues in-order to support the Project delivery plan. Manage and control the actual cost verses budget on periodic basis and oversee financial reports/data related to project’s financial performance. Facilitate change requests to ensure that all parties are informed of the impacts on schedule and budget ensuring project delivery schedule is in alignment with business objectives. Lead efficient and compliant project management and budget management for multiple projects across the Company while imposing Projects delivery process within assigned budgets to ensure its timely completion. Implement contractor's mitigation plan for the project along with execution plan, procurement, acceleration program and resources allocation to ensure that schedules are maintained within agreed time-frame. Support the commercial function throughout the client lifecycle, enhancing client relationship for projects and working closely with stakeholders in-order to plan, execute, and troubleshoot issues that arise on projects. Guide with the preparation of user manuals, training materials, and other documents as needed to enable successful project implementation and turnover of the process or system to the clients.  Collaborate closely with various Sectors to successfully execute technical assignments while meticulously assessing both anticipated and unforeseen risks and values. Oversee Statutory & Authorities compliance and ensure quality and engineering works are complied with standard norms and Company’s expectations. Navigate relationships including complex situations with clients and partners with professionalism and proactive problem-solving. Provide technical support to the commercial team for key activities in areas of technical focus related to projects. Analyze information and ensure that reports are consolidated for management review.","About you:  Bachelor’s in civil/ architectural engineering; Master’s degree preferred Project Management Professional (PMP) certification Minimum of 10-12 years’ experience with at least 5 years’ experience in a senior managerial role in Project Delivery department for a large property developer. Construction management Project Management skills Well versed in using project programing software; Ms. Office suite - Power-point; Power BI for dashboards / reporting. Skilled in Primavera – preferred. Demonstrated skills in building and maintaining strong relationships with internal and external stakeholders Exceptional leadership, communication and interpersonal skill Excellent analytical skills Proficient negotiation abilities"
"Blockchain Data Scientist","Key responsibilities include: State Space Analysis: Identify and analyze discontinuities and critical points within the state space of blockchain systems. Graph Topology Analysis: Employ igraph libraries to analyze the topological properties of blockchain networks and using techniques like mincut to identify vulnerabilities and potential points of failure. Advanced Data Analysis Techniques: Apply advanced simulation techniques, such as Multi-Level Monte Carlo, to accelerate simulations and improve accuracy. Leverage appropriate Python libraries to implement efficient and scalable simulation workflows. Reporting and Communication: Prepare clear and concise written reports detailing simulation methodologies, findings, and recommendations. Effectively communicate complex/technical concepts to both technical and non-technical audiences.","Who you are: Strong proficiency in Python programming and data analysis tools (e.g., NumPy, Pandas, Matplotlib) Experience with simulation frameworks (e.g., SimPy, AnyLogic) Solid understanding of blockchain technology and its underlying principles Familiarity with statistical analysis and machine learning concepts Excellent problem-solving and analytical skills Strong written and verbal communication skills Ability to work independently and as part of a team"
"Technical Director - Oil & Gas + Energy Transition","Job Description As part of its Growth Initiatives, VEPS is refocusing on Energy Transition related business, in particular on Carbon Capture, CO2 conditioning and H2 conditioning. VEPS has delivery centres in the UAE, Australia, India and Singapore, and operates across the larger Water Tech Division and with the global Veolia Group, developing transversal initiatives and incorporating technologies and products from other divisions to its offer for the Energy Sector. The VEPS business has an opportunity for a Technical Director who will play a key role in setting and delivering the technical and innovation goals of our business as we evolve and grow to meet the challenges of the burgeoning Energy Transition - whilst providing stewardship and maintaining certainty for our established hydrocarbon industry clients, their activities and market sectors. Reporting to the Managing Director and part of the Executive Committee of VEPS, the position is to be (ideally) located in Dubai. due to its central location and the large client concentration. Candidates based elsewhere, but able to relocate will also be considered.","Function / Responsibilities: Work with the VEPS leadership team to set clear priorities and goals for technology innovation, development and management. Define the VEPS division’s overall technology strategy to support business objectives. Oversee data security, management and governance. Manage strategic technology partner relationships. Identify and assess potential targets for acquisition. Strengthen and expand the VEPS portfolio of process technologies/solutions targeting the energy industry and the transition to clean energy. Lead new development and improvement efforts across VEPS technologies/solutions. Be the repository of the company’s core process design knowledge, return of experience and spearhead innovation and dissemination.  Protect VEPS technical knowledge and expertise via patents, secrecy and/or controlled access to critical information. Lead Pilot and Demonstration units’ initiatives. Technical Leader for Consulting projects (feasibility studies, pre-FEED & FEED) involving new technologies and complex process schemes. Support Proposals Managers and Sales teams in taking ‘new technology’ offerings to the market with the objective of creating and occupying a ‘niche’. Ensure close collaboration across departments to drive strategic initiatives, including understanding of the alignment between market needs and technology strategies.  Create strategic plans and set timelines for evaluation, development, and deployment of all technological developments. Key liaison between VEPS and other VEOLIA groups, R&D teams and external companies, industry groups and clients Provide advice and direction on VEPS’ ‘Technology Risk’ on complex or novel processes. Continuously improve Company design tools, systems (including Software Simulations) Process Design Procedures and Engineering Guidelines to best meet the needs of the business. Provide technology training and mentoring to VEPS technical staff. Adapt the product portfolio to the market changes and opportunities. Increase competitiveness and/or differentiation of VEPS products/technologies through innovation & improvement. Monitor industry innovations and improvements in the old and new Energy landscape and assess their impact on VEPS technologies/solutions. Establish dialogue with key client technologists to identify process improvements and new business opportunities as identified by their own operations. Liaise with other VEOLIA business unit technical experts to share and transfer VEOLIA’s wider industry technologies and to identify complementary technologies. Support the Project Execution and Engineering teams on technology and process related matters. Participate in troubleshooting underperforming equipment systems to identify improvement solutions. Be responsible for the collection and analyses of equipment performance data leading to product optimisation. Provide leadership and support of VEPS Health, Safety & Environment culture and values. Skills: Strong skills in strategic planning, goal setting, processes development, budgeting, and creating opportunities for professional development within technology teams. Creative and Innovation driven. Excellent communication, leadership, and strategic thinking abilities with a problem-solving aptitude. Solid understanding of broad technology trends in the energy industry and the ability to align innovation with business goals. Strong communication with ability to convey technical topics in easy-to-understand business terms and work collaboratively with cross-functional teams and external partners. Qualifications Science or Engineering Degree with minimum of 20 years conventional and/or renewable energy industry or related industry experience in Process Design & Process Technology related positions"
"Analytics Specialist","Data Analysis and Interpretation: - Utilize strong analytical skills to interpret complex data sets and generate actionable insights. - Proficiency in SQL to query databases and extract relevant data for analysis. Digital Marketing Expertise: - Possess a deep understanding of various digital marketing channels. - Familiarity with tools such as Google Analytics, SimilarWeb, App Annie, Data.ai, and social listening tools to monitor and analyze marketing performance. Insights Generation: - Draw insights from dashboards and metrics to inform business decisions. - Translate data findings into strategic recommendations for marketing initiatives. Project Implementation: - Based on insights, implement projects and craft go-to-market strategies in collaboration with global marketing teams, local marketing teams, and data analytics teams. - Ensure alignment and effective communication among all stakeholders. - Proactively identify gaps in business metrics and user behavior trends. - Set up necessary infrastructure to alert business leaders about emerging trends and patterns.","Qualifications: Bachelor’s degree in Marketing, Business, Data Science, or a related field; Proven experience in a data analysis role, preferably within digital marketing; Strong proficiency in SQL and experience with data visualization tools; Deep understanding of digital marketing channels and associated analytics tools; Excellent communication and collaboration skills to work effectively with cross-functional teams; Ability to translate complex data into clear and actionable business insights; Proactive and self-motivated with a keen eye for detail."
"Program Delivery Lead","Job Overview: We are looking for an experienced Program / Project Delivery Lead to manage the successful delivery of critical digital banking projects for one of our key clients in Dubai. The ideal candidate will be skilled in leading digital transformation initiatives, driving cross-functional teams, and delivering on time and within scope in a fast-paced, Agile environment. With a strong background in digital banking and project management, you will ensure that projects align with strategic goals, enhance customer experiences, and adhere to industry compliance standards. Key Responsibilities: End-to-End Project Management: Oversee the entire lifecycle of digital banking projects, from planning and requirements gathering to execution, testing, and launch. Stakeholder Engagement: Collaborate with stakeholders across business, technology, and operational teams to define project scope, objectives, and deliverables, ensuring alignment with strategic goals. Agile Delivery: Implement Agile methodologies and best practices to optimize project execution, adapt to change, and foster continuous improvement. Resource & Budget Management: Plan and allocate resources, monitor budgets, and manage project financials, making adjustments as needed to stay on track. Risk & Issue Management: Identify potential risks, develop mitigation plans, and address issues proactively to minimize impacts on project delivery. Quality Assurance: Establish quality control standards, conduct regular project reviews, and ensure project deliverables meet defined requirements and performance metrics. Performance Reporting: Track and report project performance using KPIs and dashboards, providing visibility to senior management and facilitating data-driven decision-making.","Qualifications: Educational Background: Bachelor’s degree in Business, IT, Project Management, or a related field. PMP, Prince2, or Agile certification is preferred. Experience: 8+ years of project management experience, with a minimum of 3 years in digital banking or financial services. Technical Skills: Proficiency in project management tools (e.g., JIRA, Confluence, MS Project) and experience with Agile and Scrum methodologies. Banking & Digital Expertise: Deep understanding of digital banking services, regulatory requirements, and industry trends. Communication Skills: Exceptional interpersonal, communication, and relationship-building abilities, with a talent for influencing and negotiating with stakeholders. Problem-Solving: Demonstrated ability to identify, analyze, and resolve complex project challenges quickly and efficiently."
"Technical Operations Manager (Vending)","Key Responsibilities: The Technical Operations Manager will be responsible for analyzing technical data, implementing efficient processes, identifying trends, and implementing strategies to maximize profitability. Implement B2B vending technical strategy & growth plans in line with business strategy. Plan, develop and collaborate with Executive team for strategic and performance measurement processes. Provide technical inputs for business development activities. Assist in preparing technical quote and installation & maintenance plan and cost for the project, when required. Determine goods and services to be sold in vending and set prices, based on forecasts of customer demand. Direct and coordinate activities of businesses or departments concerned with the pricing, sales or distribution of products. Manage the inventory and the spare parts efficiently to attend to the aftersales service efficiently. Responsible for preparing routing for the technical team daily to insure cost effective after sales service. Manage the telemetry system, create new customer accounts and monitor machines performance. Review sales and activity reports and other performance data to measure productivity and goal achievement and to determine areas needing cost reduction and program improvement. Monitor businesses and agencies to ensure that they efficiently and effectively provide needed services while staying within budgetary limits. Supervise and coordinate all operational activities involving vending & micro-market. Plan, prepare and present weekly, monthly, and annual reports as directed. Meet with stakeholders to ensure timely deliverables and coordination of activities. Establish and implement departmental policies, goals, objectives and procedures, conferring with organizational officials and staff members as necessary. Promote internal and external relationship building with employees, vendors and contractors based on organization’s mission and vision. Promote employee and vendor satisfaction and retention.","Qualifications: Engineering Degree or similar quantitative diploma 5-7 years in the relevant field of technology preferably the vending and coffee industry Required Skills: Expertise in Language Proficiency in computer Management skills Leadership skills Interpersonal skills Communication Skills Business Acumen Transparency Analytical skills Motivational Skills Budgeting skills Negotiation Skills Customer Oriented"
"Senior Data Architect","What You’ll Do: Architect and implement scalable data infrastructure for financial datasets. Design systems to manage real-time and historical market data. Lead the integration of external vendor data into the company’s ecosystem. Develop frameworks ensuring data quality, governance, and accessibility.","What’s on Offer: 🌐 Fully remote: Work from Europe, the US, Dubai, or India. 📃 B2B contract with competitive compensation. 🚀 Impactful role shaping data-driven projects in the finance sector. 🔧 Access to the latest tools and tech to build world-class solutions. ⏰ Flexible hours + collaboration with talented teams worldwide."
"Product Owner","About the job I am super excited to be exclusively working with such an awesome MENA based scale-up! They are a very well known name and their users are some of the most engaged in the market. If you are a fan of marketplaces, excited by consumer focused products and have a passion for getting out and enjoying the world... then this is the role for you! Who are they? A Dubai based scale up with eyes on global expansion 🌏 They are a marketplace product that helps users explore everything from wellness & hospitality, to outdoor activities and staycations. 🏄‍♂️ They have won multiple awards for their product, recognising them as one of the best Apps in Dubai!","What's your role? You will be joining the team as the Product Owner for their consumer products (with an oversight on the Merchant side as well). Support the team in accelerating delivery, understanding the core business and stakeholder requirements and introducing core Product processes as they scale. You will work alongside some of the best in the market, with leaders from the best brands in the world!"
"Management Consultant","We are seeking a talented Management Consultant to join our client's team and help clients solve their most complex business challenges. The ideal candidate will have a strong understanding of business processes, a knack for problem-solving, and a passion for delivering exceptional results. A background in a consulting firm is essential in order to be considered for this position. Key Responsibilities: Conduct in-depth analysis of client organizations to identify opportunities for improvement. Develop and implement strategic solutions to address client challenges. Lead and manage consulting projects, ensuring timely and high-quality delivery. Facilitate workshops and training sessions to build client capabilities. Collaborate with cross-functional teams to deliver integrated solutions. Stay up-to-date with industry trends and best practices.","The Ideal Candidate: Advanced degree in business administration, management consulting, or a related field. Proven experience in management consulting, with a focus on government projects Strong analytical and problem-solving skills. Excellent communication and presentation skills. Ability to work independently and 1 as part of a team"
"Head of Engineering","As Head of Engineering, you'll lead a globally distributed team to bring groundbreaking blockchain infrastructure to life. Your work will be at the forefront of Ethereum scalability and modular blockchain design, directly contributing to the next generation of decentralized technology. What You’ll Do Lead engineering projects from ideation to production, setting realistic roadmaps and collaborating with talented developers. Research cutting-edge Ethereum protocols to drive informed design and development. Build core infrastructure using Go, Rust, and Solidity. Represent the team at global blockchain conferences, events, or podcasts (optional but exciting!).","What We’re Looking For Passion for modular and rollup ecosystems. In-depth understanding of Ethereum research and innovation. Expertise in Solidity, Rust, or Go, with a solid grasp of virtual machines (VMs). Proven track record of shipping production-level engineering projects. Bonus Points Deep knowledge of fraud proofs and rollup architecture. Familiarity with modular blockchain solutions like AggLayer or Espresso. Expertise in shared sequencing and zero-knowledge (ZK) proofs."
"Data Input Specialist – Healthcare Information Systems","Responsibilities: Input and update patient information, medical records, and treatment data into our EHR system. Verify the accuracy of data entries and address any discrepancies. Collaborate with healthcare professionals to ensure data integrity and compliance with regulatory standards. Assist in generating reports and analyses to support healthcare operations and decision-making.","Qualifications: Experience in data entry or a related role, preferably in healthcare or medical information systems. Familiarity with electronic health record (EHR) systems and healthcare data management. Strong attention to detail and accuracy in data entry. Knowledge of healthcare regulations and patient privacy laws (e.g., HIPAA). Excellent communication skills and the ability to work effectively in a remote team environment."
"Regional Technical Director - coffee Business","We are seeking a highly skilled Regional Technical Director to oversee the technical operations of our automatic coffee machines. The ideal candidate will have a strong background in engineering, product development, and technical support, with a passion for coffee and customer satisfaction. Key Responsibilities: - Lead the technical strategy for automatic coffee machines in the region, ensuring alignment with company goals. - Oversee product development, including design, testing, and implementation of new coffee machine technologies. - Provide technical support and training to regional teams and customers to ensure optimal machine performance. - Collaborate with cross-functional teams, including sales, marketing, and customer service, to drive product success. - Analyze market trends and customer feedback to inform product enhancements and innovations. - Manage technical projects, ensuring timely delivery and adherence to budget.","Qualifications: - Bachelor's degree in Engineering, Mechanical Electrical Engineering, or a related field; advanced degree preferred. - Proven experience in a technical leadership role, preferably in the coffee or beverage industry. - Strong understanding of automatic coffee machine technology and operations. - Excellent project management skills with a track record of successful product launches. - Exceptional communication and leadership abilities. - Passion for coffee and a commitment to delivering high-quality products."
"Product Manager","Responsibilities:, Conduct in-depth market research to identify client needs and pain points related to their customers’ travel benefits programs., Develop and execute product roadmaps for client channels, aligned with business goals and client requirements., Partner with sales and account management teams to understand specific client needs and customize solutions., Define product requirements, features, and integrations relevant for the client channels., Work closely with engineering, design, and go-to-market teams to develop and launch enterprise-focused products., Manage the product development process considering security and scalability., Track and analyze product performance metrics specific to client channels and make data-driven recommendations for improvement., Stay up-to-date on industry trends and competitor offerings within the enterprise travel space.","About You:, Experience in product management, with a focus on enterprise client solutions (B2B2C in rewards and loyalty products preferred)., Proven track record of successfully launching and growing enterprise products., Strong understanding of the enterprise software development lifecycle., Experience with user research and user experience (UX) best practices, particularly for B2C applications., Strong communication, collaboration, and presentation skills, with the ability to influence stakeholders at all levels., Ability to work independently and as part of a cross-functional team in a fast-paced environment., Experience with enterprise product management tools (e.g., Jira, Confluence) a plus."
"Head of Infrastructure","Job Summary: A result-oriented professional with experience of Projects Execution, project planning, Testing & Commissioning and Maintenance of building construction (especially institutional buildings) and infrastructure projects for Institutional/Commercial/Hospital buildings and mining infrastructure projects. Key Responsibilities: Responsible for leading the entire Project and Construction Management end-to-end for various social infrastructure projects. Responsible for all approvals and Liaison with the various Government departments and Government representatives for design, quality, billing, completion certificate and other project related issues.","Desired Skills and Qualifications: Someone who understands the nuances of working on Government/Public sector projects and is well equipped in stakeholder management.  A substantial part of the overall Experience should be in working on Government projects in sectors like education, healthcare, mining etc., preferably in Africa.  Candidate should have 20+ years of overall experience with reputed organisations.  Should be well versed with 3D Civil & architectural/Mechanical / Electrical / Plumbing systems generally adopted in the Commercial, Residential, Institutional, Mixed-use complexes, etc.  Exposure to multi-disciplinary BIM coordination environment is preferred. Qualifications: Graduate degree (B-Tech/BE) in Civil Engineering is a must. Post Graduate qualification in the related domain shall be preferred."
"Technical Consultant (Digital Solutions) Payments BU","In this role, you will provide pre-sales and post-sales technical support and manage the technical realization of projects to meet customer requirements, serving as the primary technical interface with Gravity Group customers. This position offers the opportunity to collaborate with a highly motivated, international team spanning four continents. Responsibilities Propose solution strategies, implement solution plans, and consult with customers at all levels to understand defined business requirements. Provide technical assistance to internal teams and customers to develop, configure, test, and validate required products. Meet with clients to communicate timelines and address inquiries. Analyze client requirements and translate them into technical specifications. Prepare technical specification documentation. Collaborate with vendors to develop, configure, test, and validate required products. Stay updated on technology and products","Pre-requisites BA in Computer science (certificate in project management and business analysis is a plus). Minimum of 2 – 3 years’ experience in the smart card industry. Experience in software development, app/system integration, and project management. Confident and dynamic self-starter with excellent command of English, strong time management, organizational and presentation skills."
